STATENAME,ST_CASE,VEH_NO,VIOLATION,VIOLATIONNAME
West Virginia,540014,2,95,No Driver Present/Unknown if Driver Present
West Virginia,540022,2,46,Fail to yield generally
West Virginia,540038,2,72,Other driver license violations
West Virginia,540038,2,74,Vehicle registration violations
West Virginia,540038,2,76,Driving uninsured vehicle
West Virginia,540038,2,79,Non-moving violations generally
West Virginia,540038,2,81,Lamp violations
West Virginia,540039,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
West Virginia,540041,1,9,Serious violation resulting in death
West Virginia,540041,1,19,"Alcohol, drug, or impairment violations generally"
West Virginia,540072,2,83,Failure to require restraint use (by self or passengers)
West Virginia,540074,1,1,Manslaughter or homicide
West Virginia,540074,1,31,Fail to stop for red signal
West Virginia,540075,2,95,No Driver Present/Unknown if Driver Present
West Virginia,540104,1,69,"Lane violations, generally"
West Virginia,540136,2,4,"Inattentive, careless, improper driving, driving without due care"
West Virginia,540158,1,52,"Driving on left, wrong side of road, generally"
West Virginia,540159,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
West Virginia,540159,1,79,Non-moving violations generally
West Virginia,540201,1,1,Manslaughter or homicide
West Virginia,540205,1,46,Fail to yield generally
West Virginia,540221,1,69,"Lane violations, generally"
West Virginia,540223,1,58,Following too closely
West Virginia,540229,1,7,"Hit-and-run, fail to stop after crash"
West Virginia,540239,1,29,"Speed related violations, generally"
West Virginia,540240,1,22,Speeding (above the speed limit)
West Virginia,540261,1,69,"Lane violations, generally"
West Virginia,540263,1,95,No Driver Present/Unknown if Driver Present
West Virginia,540264,1,7,"Hit-and-run, fail to stop after crash"
Wisconsin,550001,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550001,1,71,Driving while license withdrawn
Wisconsin,550002,1,46,Fail to yield generally
Wisconsin,550002,1,71,Driving while license withdrawn
Wisconsin,550002,1,76,Driving uninsured vehicle
Wisconsin,550004,1,1,Manslaughter or homicide
Wisconsin,550004,1,19,"Alcohol, drug, or impairment violations generally"
Wisconsin,550004,1,29,"Speed related violations, generally"
Wisconsin,550004,1,74,Vehicle registration violations
Wisconsin,550008,1,1,Manslaughter or homicide
Wisconsin,550011,2,74,Vehicle registration violations
Wisconsin,550017,2,72,Other driver license violations
Wisconsin,550017,2,76,Driving uninsured vehicle
Wisconsin,550021,1,22,Speeding (above the speed limit)
Wisconsin,550021,1,74,Vehicle registration violations
Wisconsin,550021,1,83,Failure to require restraint use (by self or passengers)
Wisconsin,550028,1,52,"Driving on left, wrong side of road, generally"
Wisconsin,550036,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550036,1,83,Failure to require restraint use (by self or passengers)
Wisconsin,550046,2,83,Failure to require restraint use (by self or passengers)
Wisconsin,550047,2,13,Driving under influence of substance not intended to intoxicate
Wisconsin,550047,2,16,Driving with detectable alcohol
Wisconsin,550050,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550053,1,46,Fail to yield generally
Wisconsin,550054,1,1,Manslaughter or homicide
Wisconsin,550054,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550054,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550058,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550062,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550063,1,1,Manslaughter or homicide
Wisconsin,550063,1,69,"Lane violations, generally"
Wisconsin,550069,1,7,"Hit-and-run, fail to stop after crash"
Wisconsin,550073,1,1,Manslaughter or homicide
Wisconsin,550073,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550073,1,9,Serious violation resulting in death
Wisconsin,550073,1,71,Driving while license withdrawn
Wisconsin,550073,1,76,Driving uninsured vehicle
Wisconsin,550074,1,52,"Driving on left, wrong side of road, generally"
Wisconsin,550074,1,76,Driving uninsured vehicle
Wisconsin,550076,1,12,Driving while impaired
Wisconsin,550076,1,15,Illegal possession of alcohol or drugs
Wisconsin,550076,1,71,Driving while license withdrawn
Wisconsin,550077,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Wisconsin,550077,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Wisconsin,550083,1,98,"Other moving violation (coasting, backing, opening door)"
Wisconsin,550090,2,46,Fail to yield generally
Wisconsin,550100,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550123,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Wisconsin,550123,1,69,"Lane violations, generally"
Wisconsin,550123,1,72,Other driver license violations
Wisconsin,550125,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550129,1,71,Driving while license withdrawn
Wisconsin,550129,1,76,Driving uninsured vehicle
Wisconsin,550129,2,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Wisconsin,550129,2,72,Other driver license violations
Wisconsin,550129,2,76,Driving uninsured vehicle
Wisconsin,550130,3,46,Fail to yield generally
Wisconsin,550130,3,72,Other driver license violations
Wisconsin,550131,3,58,Following too closely
Wisconsin,550133,1,76,Driving uninsured vehicle
Wisconsin,550133,1,79,Non-moving violations generally
Wisconsin,550146,1,69,"Lane violations, generally"
Wisconsin,550162,2,72,Other driver license violations
Wisconsin,550184,1,1,Manslaughter or homicide
Wisconsin,550184,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550184,1,71,Driving while license withdrawn
Wisconsin,550186,1,97,Not Reported
Wisconsin,550192,2,97,Not Reported
Wisconsin,550211,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550211,1,83,Failure to require restraint use (by self or passengers)
Wisconsin,550211,1,89,Equipment violations generally
Wisconsin,550220,1,7,"Hit-and-run, fail to stop after crash"
Wisconsin,550220,1,9,Serious violation resulting in death
Wisconsin,550220,1,72,Other driver license violations
Wisconsin,550224,1,97,Not Reported
Wisconsin,550224,2,97,Not Reported
Wisconsin,550225,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550238,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550239,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550252,1,1,Manslaughter or homicide
Wisconsin,550252,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550254,2,9,Serious violation resulting in death
Wisconsin,550254,2,46,Fail to yield generally
Wisconsin,550260,2,76,Driving uninsured vehicle
Wisconsin,550264,2,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550264,2,9,Serious violation resulting in death
Wisconsin,550264,2,46,Fail to yield generally
Wisconsin,550276,1,46,Fail to yield generally
Wisconsin,550277,1,58,Following too closely
Wisconsin,550278,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550278,1,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Wisconsin,550278,1,52,"Driving on left, wrong side of road, generally"
Wisconsin,550292,1,46,Fail to yield generally
Wisconsin,550298,1,46,Fail to yield generally
Wisconsin,550307,1,79,Non-moving violations generally
Wisconsin,550307,1,81,Lamp violations
Wisconsin,550314,1,15,Illegal possession of alcohol or drugs
Wisconsin,550318,2,83,Failure to require restraint use (by self or passengers)
Wisconsin,550319,2,69,"Lane violations, generally"
Wisconsin,550324,1,19,"Alcohol, drug, or impairment violations generally"
Wisconsin,550332,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550334,1,9,Serious violation resulting in death
Wisconsin,550334,1,72,Other driver license violations
Wisconsin,550336,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550336,1,76,Driving uninsured vehicle
Wisconsin,550342,1,2,Willful reckless driving; driving to endanger; negligent driving
Wisconsin,550348,1,1,Manslaughter or homicide
Wisconsin,550348,1,71,Driving while license withdrawn
Wisconsin,550366,1,46,Fail to yield generally
Wisconsin,550366,1,71,Driving while license withdrawn
Wisconsin,550371,1,37,Fail to obey stop sign
Wisconsin,550371,1,71,Driving while license withdrawn
Wisconsin,550382,1,9,Serious violation resulting in death
Wisconsin,550382,1,72,Other driver license violations
Wisconsin,550400,1,9,Serious violation resulting in death
Wisconsin,550400,1,72,Other driver license violations
Wisconsin,550403,1,7,"Hit-and-run, fail to stop after crash"
Wisconsin,550403,1,8,"Fail to give aid, info., wait for police after crash"
Wisconsin,550403,1,9,Serious violation resulting in death
Wisconsin,550446,1,37,Fail to obey stop sign
Wisconsin,550446,1,83,Failure to require restraint use (by self or passengers)
Wisconsin,550448,1,1,Manslaughter or homicide
Wisconsin,550448,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550448,1,15,Illegal possession of alcohol or drugs
Wisconsin,550448,1,52,"Driving on left, wrong side of road, generally"
Wisconsin,550451,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550451,1,7,"Hit-and-run, fail to stop after crash"
Wisconsin,550451,1,8,"Fail to give aid, info., wait for police after crash"
Wisconsin,550451,1,9,Serious violation resulting in death
Wisconsin,550452,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550454,1,72,Other driver license violations
Wisconsin,550454,2,71,Driving while license withdrawn
Wisconsin,550455,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550456,1,7,"Hit-and-run, fail to stop after crash"
Wisconsin,550456,1,9,Serious violation resulting in death
Wisconsin,550469,2,72,Other driver license violations
Wisconsin,550478,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550480,2,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550482,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550487,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550487,1,76,Driving uninsured vehicle
Wisconsin,550487,1,98,"Other moving violation (coasting, backing, opening door)"
Wisconsin,550491,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550491,1,71,Driving while license withdrawn
Wisconsin,550491,1,74,Vehicle registration violations
Wisconsin,550492,2,83,Failure to require restraint use (by self or passengers)
Wisconsin,550496,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Wisconsin,550496,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550496,1,37,Fail to obey stop sign
Wisconsin,550499,1,1,Manslaughter or homicide
Wisconsin,550499,1,71,Driving while license withdrawn
Wisconsin,550508,1,2,Willful reckless driving; driving to endanger; negligent driving
Wisconsin,550508,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wisconsin,550511,1,74,Vehicle registration violations
Wisconsin,550514,1,1,Manslaughter or homicide
Wisconsin,550519,1,52,"Driving on left, wrong side of road, generally"
Wisconsin,550520,2,23,Speed greater than reasonable & prudent (not necessarily over the limit)
Wisconsin,550520,2,52,"Driving on left, wrong side of road, generally"
Wisconsin,550520,2,83,Failure to require restraint use (by self or passengers)
Wisconsin,550520,2,89,Equipment violations generally
Wisconsin,550530,1,4,"Inattentive, careless, improper driving, driving without due care"
Wisconsin,550530,1,7,"Hit-and-run, fail to stop after crash"
Wisconsin,550530,1,72,Other driver license violations
Wisconsin,550534,2,19,"Alcohol, drug, or impairment violations generally"
Wisconsin,550534,2,71,Driving while license withdrawn
Wisconsin,550538,1,46,Fail to yield generally
Wisconsin,550552,1,37,Fail to obey stop sign
Wisconsin,550562,1,95,No Driver Present/Unknown if Driver Present
Wisconsin,550579,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wyoming,560002,1,1,Manslaughter or homicide
Wyoming,560002,1,4,"Inattentive, careless, improper driving, driving without due care"
Wyoming,560002,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wyoming,560002,1,62,"Improper use of lane (enter of 3-lane road, HOV designated lane)"
Wyoming,560018,1,1,Manslaughter or homicide
Wyoming,560018,1,7,"Hit-and-run, fail to stop after crash"
Wyoming,560018,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wyoming,560019,1,69,"Lane violations, generally"
Wyoming,560020,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wyoming,560037,1,53,"Improper, unsafe passing"
Wyoming,560038,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wyoming,560038,1,14,Drinking while operating
Wyoming,560038,1,69,"Lane violations, generally"
Wyoming,560038,1,83,Failure to require restraint use (by self or passengers)
Wyoming,560041,1,69,"Lane violations, generally"
Wyoming,560048,1,1,Manslaughter or homicide
Wyoming,560048,1,4,"Inattentive, careless, improper driving, driving without due care"
Wyoming,560048,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Wyoming,560048,1,72,Other driver license violations
